Station,Name,Last Report,Time Since Report,Latitude,Longitude,5-min Precip,10-min Precip,30-min Precip,60-min Precip,3-hour Precip,12-hour Precip
6R6,DRYDEN,20250703212000,00:00:00,30.046,-102.2129,0.762,1.27,3.048,4.318,5.08,9.906
6R6,DRYDEN,20250703212500,00:00:00,30.046,-102.2129,0.254,1.016,3.048,4.318,5.334,10.16
6R6,DRYDEN,20250703213000,00:00:00,30.046,-102.2129,0.254,0.508,2.794,4.318,5.588,10.414
6R6,DRYDEN,20250703213500,00:00:00,30.046,-102.2129,0.762,1.016,3.302,4.826,6.35,11.176
6R6,DRYDEN,20250703214000,00:00:00,30.046,-102.2129,0.254,1.016,2.794,5.08,6.604,11.43
6R6,DRYDEN,20250703214500,00:00:00,30.046,-102.2129,0.254,0.508,2.54,5.08,6.858,11.684
6R6,DRYDEN,20250703215000,00:00:00,30.046,-102.2129,0,0.254,1.778,4.826,6.858,11.684
6R6,DRYDEN,20250703215500,00:00:00,30.046,-102.2129,0,0,1.524,4.572,6.858,11.684
6R6,DRYDEN,20250703220000,00:00:00,30.046,-102.2129,0,0,1.27,4.064,6.858,11.684
6R6,DRYDEN,20250703220500,00:00:00,30.046,-102.2129,0,0,0.508,3.81,6.858,11.684
6R6,DRYDEN,20250703221000,00:00:00,30.046,-102.2129,0,0,0.254,3.048,6.858,11.684
6R6,DRYDEN,20250703221500,00:00:00,30.046,-102.2129,0,0,0,2.54,6.858,11.684
6R6,DRYDEN,20250703222000,00:00:00,30.046,-102.2129,0,0,0,1.778,6.858,11.684
6R6,DRYDEN,20250703222500,00:00:00,30.046,-102.2129,0,0,0,1.524,6.858,11.684
6R6,DRYDEN,20250703223000,00:00:00,30.046,-102.2129,0,0,0,1.27,6.858,11.684
6R6,DRYDEN,20250703223500,00:00:00,30.046,-102.2129,0,0,0,0.508,6.858,11.684
6R6,DRYDEN,20250703224000,00:00:00,30.046,-102.2129,0,0,0,0.254,6.858,11.684
6R6,DRYDEN,20250703224500,00:00:00,30.046,-102.2129,0,0,0,0,6.604,11.684
6R6,DRYDEN,20250703225000,00:00:00,30.046,-102.2129,0,0,0,0,6.604,11.684
6R6,DRYDEN,20250703225500,00:00:00,30.046,-102.2129,0,0,0,0,6.604,11.684
6R6,DRYDEN,20250703230000,00:00:00,30.046,-102.2129,0,0,0,0,6.604,11.684
6R6,DRYDEN,20250703230500,00:00:00,30.046,-102.2129,0,0,0,0,6.35,11.684
6R6,DRYDEN,20250703231000,00:00:00,30.046,-102.2129,0,0,0,0,6.35,11.684
6R6,DRYDEN,20250703231500,00:00:00,30.046,-102.2129,0,0,0,0,6.35,11.684
